FID_Kings_fields,TNC,Krat,Kitfox,Corridors,CPAD
2244,0,0,0,5.735584288,0
2245,296.4662667,0,0,0,0
2246,0,0,0,0,0
2247,0,0,0,0,0
2248,0,0,0,0,0
2249,0,0,4.814810893,0,0
2250,0,0,0,0,2.144124069
2251,0,0,0,0,0
2252,0,0,78.44207322,0,145.2630986
2253,0,0,1.421812813,0,0
2254,0,0,0,0,0
2255,0,0,0,0,0
2256,0,0,2.619374059,0,0
2257,0,0,0.335609277,0,0.335609277
2258,0,0,0,0,0
2259,15.73976813,0,0,0,0
2260,0,0,0.334857736,0,0
2261,0,12.41795493,31.04488733,0,0
2262,0,0,0,0,79.0495456
2263,0,0,3.261382578,0,0
2264,0,0,0,0,0
2265,0,0,2.005532098,0,0
2266,0,0,2.555043247,0,0
2267,0,0,0.302613011,0,11.0453749
2268,0,0,1.278452092,0,0
2269,0,0,22.21881029,0,0
2270,0,0,5.899400692,0,0
2271,0,0,2.802289504,0,0
2272,0,0,0,0,0
2273,0,0,48.46277345,0,0
2274,0,0,0,0,0
2275,0,0,11.34074109,0,0
2276,0,0,0,0,0
2277,0,0,0.008755318,0,0
2278,0,0,1.303033939,0,0
2279,0,0,3.737161057,0,37.37161057
2280,281.0911752,0,0,50.59641153,0
2281,0,0,0.421297661,0,0
2282,0,0,0,0,0
2283,0,0,19.48476728,0,0
2284,0,0,1.325915462,0,0
2285,0,0,0,8.106264824,8.106264824
2286,0,0,0,0,0
2287,0,0,0,38.84617745,0
2288,0,0,0,30.54087102,0
2289,0,0,0,0,0
2290,0,0,0,0,0
2291,0,0,0,0,0
2292,0,0,0,0,0
2293,0,2.2752762,3.846797245,0,0
2294,0,0,3.742886233,0,0
2295,0,0,0,0,0
2296,0,0,0,0,0
2297,0,0,0.565751568,0,0
2298,0,0,0,0,0
2299,0,34.15067592,46.71554725,0,0
2300,0,0,0,0,0
2301,0,0,16.78695415,0,0
2302,0,0,0,0,0
2303,2.905626647,0,0,0,6.174456625
2304,0,0,0,22.92013229,0
2305,0,0,0,17.07302709,243.900387
2306,0,0,0,0,0
2307,0,0,0.438870437,0,0
2308,0,0,0,0,0
2309,18.21068269,0,10.81259285,0,0
2310,0,0,2.360460538,0,0
2311,0,0,0.296764646,0,0
2312,0,0,0,0,0
2313,0,0.604084645,0.956467355,0,0
2314,0,0,13.97117139,0,0
2315,0,0,0.319697219,0,0
2316,0.227170825,0,0.081781497,0,0
2317,0,0.22159466,2.93612924,0,0
2318,0.24452581,0,1.22262905,0,0
2319,0,0,6.478028371,0,0
2320,0,0,1.235923487,0,0
2321,0,0,0,0,0
2322,3.718602554,0,0,0,0
2323,0,0,0.205132146,0,0
2324,0,0,0,0,0
2325,0,0,0,0,0
2326,0,0,0,0,0
2327,7.965145999,0,0,0,0
2328,0,0,0.227270744,0,5.39768017
2329,0,0,0,0,0
2330,0,17.75664482,32.3912422,0,0
2331,0,0,1.071322148,0,0
2332,0,0,0,2.237563252,0
2333,0,0,39.01463748,0,0
2334,0,0,0,0,0
2335,0,0,0,0,72.44124223
2336,0,0,2.074894705,0,0
2337,0,0,0.306663146,0,0
2338,0,0,0,0,0
2339,0,0,0.308907894,0,0
2340,0,0,0,0,0
2341,0,0,3.325790962,0,29.56258633
2342,0,0,0,0,0
2343,0,24.26195589,43.04540561,0,78.26437383
2344,0,0,0.475629488,0,0
2345,0,0,0,0,0
2346,0,0,0.400290431,0,0
2347,0,0,0,0,0
2348,0,19.59054152,23.61599525,0,0
2349,0,0,0,0,0
2350,0,0,0,0,0
2351,0,0,2.438494345,0,0
2352,0,0,0.238720224,0,0
2353,0,0,1.705810635,0,0
2354,0,0,0,0,0
2355,0,0,1.749306178,21.86632722,0
2356,0,0.826471358,0.459150755,0,0
2357,0,0,0,23.15493515,0
2358,0,0.415388091,1.038470227,0,0
2359,0,0,0.040901128,0,0
2360,0,0,0,0,48.40075393
2361,0,0,39.61600716,0,76.18462916
2362,0,3.41686852,4.969990575,0,62.12488218
2363,29.95364726,0.149768236,5.840961215,0,0
2364,0,0,0,0,0
2365,0,0.039962621,0.899158968,0,0
2366,8.296982755,0,0,0,0
2367,0,0,0,0,0
2368,0,0,0,0,0
2369,0,0,0,0,0
2370,0,0,0,0,0
2371,0,0,0.998299663,2.376903959,0
2372,0,1.86268012,3.368676812,0,5.944723786
2373,0,0,0.71714136,0,0
2374,0,0,8.442798314,37.94516096,37.94516096
2375,0,0,0,0,0
2376,0,0,9.988566785,45.40257629,45.40257629
2377,0,0,0.050312067,0,0
2378,0,1.162297372,1.8264673,0,0
2379,0,0,0,0,0
2380,0,14.01960563,25.442988,0,0
2381,0,0,0,0,0
2382,0,0,0,0,0
2383,68.66887687,0,0,78.03281463,0
2384,0,0,0,0,0
2385,2.013488844,0,0.355321561,0,0
2386,0,0.273453262,0.273453262,0,0
2387,9.9831044,0.49915522,2.4957761,0,0
2388,0,0,0,0,0
2389,0,0,33.21138771,0,43.69919435
2390,5.107748569,0,0,0,0
2391,0,0,0,0,0
2392,0,0,0,0,0
2393,0,0,0,0,33.95677861
2394,0,0,0.032657287,0,0
2395,0,0,0,0,0
2396,0,0,0.355000428,0,0
2397,0,0.053221505,0.319329031,0,0
2398,0,0,0,0,0
2399,0,0,8.445163536,16.55914419,16.55914419
2400,0,0,0,0,0
2401,0,0,0,0,0
2402,0,0,0,551.7201209,0
2403,73.05408024,0,0,0,0
2404,0,0,0,0,0
2405,0,0,0,0,0
2406,0,0,0.266654546,0,0
2407,0,0,28.55729534,0,0
2408,0,0,0.249674573,0,0
2409,0,0,20.05526626,0,0
2410,0,0,0.347658658,0,0
2411,0,2.686372614,6.380134958,0,0
2412,0,0,0.178111492,28.67595022,0
2413,0,0,0,0,0
2414,0,0.466915831,2.178940542,0,0
2415,0,0,0,0,16.08002867
2416,0,0,2.631469904,0,12.46712791
2417,0,0,0.470032859,0,0
2418,0,0,0,0,0
2419,0,0,0,0,0
2420,0,0,0,0,0
2421,0,0,0,0,0
2422,0,0,1.302503163,0,0
2423,0,0,2.764430173,0,69.11075433
2424,0,0,2.139197187,0,0
2425,0,0,0,0,0
2426,0,0,0.886220494,21.77570356,0
2427,0.15061163,0,0.753058148,0,0
2428,0,0,7.866162548,0,4.059954863
2429,0,0,0,0,0
2430,0,0,0.140043447,0,0
2431,0,0.396105039,0.396105039,0,0
2432,0,0,0.758196988,0,0
2433,0,0,1.391215001,0,0
2434,0,5.813046681,13.19628413,0,50.11247139
2435,0,0,0,0,0
2436,0,0,0,0,44.14339033
2437,7.319278276,0,0,0,0
2438,9.661898716,0,0,0,0
2439,0,21.19159349,38.28158825,0,0
2440,0,0,0,0,0
2441,0,0,19.19549014,0,0
2442,0,0,0,0,0
2443,0,0,1.398887488,0,0
2444,1.113329119,0,0.040822068,0,0
2445,0,0,0,0,0
2446,15.01664507,0,0,0,0
2447,18.75408089,0.281311213,0.093770404,0,0
2448,0,0,0.492644457,0,0
2449,0,0,4.621501052,0,0
2450,0,0,0,0,0
2451,0,0,1.176242152,0,0
2452,0,0,0,0,0
2453,0.784710608,0,0.669311989,0,0
2454,0,0,0,0,0
2455,0,0,0,0,0
2456,0,0,0,0,0
2457,0,0,0,0,0
2458,0,0,0,0,0
2459,5.803385111,0,0,13.18951162,0
2460,0,0.274880583,0.733014888,0,6.872014576
2461,0,0,36.40305528,0,0
2462,0,0,0.680780117,8.759370845,13.61560235
2463,0,0,0.401169863,0,0
2464,9.619078894,0,2.992602323,0,0
2465,1.109505945,0,0,0,0
2466,0,0,0,0,0
2467,0,0,0.119000455,17.8500683,0
2468,0,0,4.952787023,0,0
2469,0,0,0,0,0
2470,0,0,0,0,0
2471,0,0,0.062314189,0,0
2472,0,0,0.090696576,0,0
2473,0,0,9.466172146,0,0
2474,0,14.586953,26.25651539,0,48.62317665
2475,0,0,0,0,10.42116047
2476,0,0,0,0,0
2477,0,0,11.97091246,0,0
2478,0,0,1.560863633,0,0
2479,0,0,8.718565797,0,18.95340391
2480,0,0,0,0,0
2481,0,0,0,0,0
2482,0,0,0,41.32661187,0
2483,0,0,0.36779052,0,0
2484,0,0,4.417119743,0,0
2485,0,0,3.490019044,0,0
2486,0,0,38.36396995,0,0
2487,0,3.334052557,14.04224489,0,0
2488,0,0,0,0,0
2489,0,28.58986315,50.6592312,5.015765465,100.3153093
2490,0,0,0,49.41939731,0
2491,0,0,3.057492072,0,0
2492,0,0,0,0,0
2493,0,0,0,0,11.00452775
2494,7.511266811,0,3.905858742,0,0
2495,0,0,10.23074378,0,0
2496,0,0,3.169782384,0,0
2497,0,0,0.379676895,0,0
2498,0,0,0,1.378007341,0
2499,0,0,0.188027994,0,0
2500,0,0,1.711577599,0,7.607011552
2501,0,0,0.180762768,0,0
2502,0,0,0,0,0
2503,0,0,0.499197574,0,0
2504,0,0,0,0,0
2505,0,0,0.38500218,0,0
2506,0,0,0,0,0
2507,0,0,20.86112689,0,75.17523202
2508,0,0,1.171236062,0,0
2509,0,0,0,0,0
2510,0,0,0,0,0
2511,0,0,0.352510888,0,0
2512,0,0,0.095617712,0,0
2513,0,0,6.479293441,0,0
2514,0,0.277216156,0.900952507,0,13.86080781
2515,0,0,0,0,0
2516,0,0,0,0,0
2517,0,10.99357002,19.41052207,34.35490632,34.35490632
2518,0,0,1.986089151,0,0
2519,0,0,0.268131385,0,0
2520,0,0,0.041828077,0,8.156474944
2521,0,0,0,0,0
2522,0,0,0,0,138.9776068
2523,0,0,0.028788774,0,0
2524,0,0,1.019942124,0,0
2525,0,0,0,0,0
2526,0,0,0.388423292,0,0.517897723
2527,0,0,0,0,0
2528,0,0,0,0,0
2529,0,0,0,0,0
2530,5.44609156,0,0,0,0
2531,0,0,0,0,35.58158957
2532,0,0,0.529062328,0,0
2533,11.45089016,0,4.084150824,0,0
2534,0,0,0.635011563,0,4.430313228
2535,3.600473986,0.396052138,0.936123236,0,0
2536,0,0,3.946321892,0,0
2537,0,0,0,0,0
2538,0,0,0,0,0
2539,0,0,1.741324272,0,23.6820101
2540,0,0,0.100706465,0,0
2541,30.50635915,0,19.24805994,0,0
2542,0,0,0,0,0
2543,0,0,0,0,0
2544,0,0.535965355,1.10987516,0,0
2545,0,2.180917851,4.361835703,0,0
2546,0,0,0,0,0
2547,0,0,0,0,0
2548,0,0,0,0,155.655594
2549,0,0,0,0,0
2550,0,0,0.495066826,0,0
2551,0,0,80.81648533,0,0
2552,0,0,0.749513906,0,0
2553,0,0,0,0,0
2554,0,0,2.525769264,0,0
2555,0,0,0,0,0
2556,1.040804198,0,1.561206297,0,0
2557,7.55843646,0,0,0,0
2558,0,0,9.872897466,0,0
2559,0,0,0,0,0
2560,0,0,0,0,0
2561,0,0,0.196929374,0,0
2562,0,0,0.230040262,0,0
2563,0,0,0,0,0
2564,5.048488719,0,0,0,0
2565,0,0,0,0,0
2566,0,0,27.51637038,0,0
2567,0,0,0,0,74.71018111
2568,0,0,1.413535462,0,0
2569,11.10168072,0,0.243102498,0,0
2570,0,0,17.66770768,81.23083992,81.23083992
2571,0,0,0,0,0
2572,0,0,0.083237113,0,0
2573,0,0,0,0,11.57375924
2574,0,0,0,0,0
2575,0,0,0.531124495,0,0
2576,0,0,0,0,0
2577,0,0,0,0,0
2578,0,0,0.181959936,0,0
2579,0,0.277812331,16.66873986,0,0
2580,0,0,0,0,0
2581,0,0,1.486457563,0,0
2582,0.546293864,1.638881591,3.824057046,17.48140364,0
2583,0,0,0.193301139,0,0
2584,0,0,0,0,0
2585,23.51696908,0,0,0,34.39356728
2586,0,0,0,0,0
2587,0,0,0,0,0
2588,0,0,0,0,0
2589,0,0,0,0,0
2590,0,0,0,40.41474536,0
2591,0,0,4.241441165,0,0
2592,1.713319186,0,6.726364213,0,0
2593,0,0,0,0,0
2594,0,0,0,0,0
2595,0,0,0,0,0
2596,0,0,9.998673743,0,0
2597,0,0,0,0,0
2598,0,0,10.66502165,0,0
2599,0,0,0.33553592,0,0
2600,0,0,0,0,0
2601,0,0,0,0,0
2602,1.425660199,0,0,0,1.425660199
2603,0,0,0,0,0
2604,0,0,0,0,0
2605,0,0,0.247770005,0,0
2606,0,0,0,0,0
2607,0,11.55342325,21.41234442,0,77.02282167
2608,0,0,0,0,0
2609,0,0,82.32225122,0,0
2610,0,0.31022917,0.531821435,8.863690577,0
2611,0,3.838935109,8.061763729,0,76.77870218
2612,0,0,87.02915156,0,0
2613,0,0,1.624553104,0,0
2614,0,0,0,0,37.95021366
2615,0,0,0.314784773,0,40.41836486
2616,0,0,0,0,0
2617,0,0,0,0,0
2618,0,0,0,0,0
2619,0,0,0.395911679,0,0
2620,0,0,0,0,0
2621,0,0,0.083435127,0,0
2622,0,0,0,0,0
2623,0,0,0.689393663,0,0
2624,0,0,0.50211578,0,0
2625,0,0,0.426860042,0,0
2626,0,5.15796242,11.60541545,0,0
2627,0,0,0.196436465,0,0
2628,0,0,0,19.3203588,0
2629,0,0,0.180992005,0,0
2630,0,0,0,0,0
2631,0,0,0,0,0
2632,31.80099465,0,0,0,0
2633,0,0,0,0,0
2634,0,7.985742928,16.65597811,15.97148586,0
2635,0,0,0,0,0
2636,0,0,0,0,0
2637,17.96726298,0.561476968,9.919426435,0,0
2638,0,0,11.35840837,0,0
2639,16.54294242,0.29022706,0,0,1.88647589
2640,16.41127997,0.642180521,0.642180521,0,0
2641,55.24976286,0.508043796,1.524131389,76.20656947,0
2642,0,0,0.209922214,0,43.92622337
2643,0,0,0,0,0
2644,0,0,1.028431218,0,0
2645,0,0,0.329909974,0,21.11423836
2646,0,0,16.0915853,0,0
2647,0,0,0,207.1650769,0
2648,0,0,6.770157511,0,0
2649,0,0,6.836756878,0,0
2650,0,0,0,27.70952157,0
2651,0,0,0,41.05431913,0
2652,5.551478596,0,0.083272179,0,0
2653,0,0,7.925896829,0,0
2654,0,0,1.73917036,0,0
2655,0,0,2.176859591,0,0
2656,0,0,0,0,0
2657,0,0,0.205390498,0,0
2658,0,0,0,0,0
2659,0,0.123681772,0,0,0
2660,0,0,0,0,0
2661,0,0,6.507162913,0,0
2662,0,0,0.806393505,80.63935047,80.63935047
2663,0,0,3.760458602,0,0
2664,0,0,0,0,0
2665,0,0,10.05262139,0,0
2666,0,0,0,30.92981485,0
2667,0,0,0,0,0
2668,0,0,29.69956287,45.7665395,97.37561595
2669,34.45108405,0,0,0,0
2670,0,1.155266619,2.35332089,0,10.69691314
2671,0,0,0,0,0
2672,0,0,0,0,0
2673,0,0,3.081631451,0,0
2674,0,0,0,26.89040405,0
2675,0,0,0.767393945,0,0
2676,0,0,0,0,0
2677,0,0,0,0,0
2678,20.55153599,0,10.5871549,0,0
2679,0,0,0.07085593,0,0
2680,0,0,1.722493141,0,0
2681,0,0,0.290037786,0,0
2682,0,0,0,0,0
2683,0,0,0,0,0
2684,0,0,0,0,0
2685,0,0,0,22.11748867,0
2686,0,0,0,0,0
2687,0,0,0.010767344,0,0
2688,0,0,34.77319531,0,65.60980248
2689,0,0,1.291548664,0,0
2690,0,0,0.418516071,0,0
2691,0,0,0.080311492,0,0
2692,0,0,0.072693675,0,0
2693,0,0,0.21094327,0,0
2694,0,0,27.59725559,0,53.07164536
2695,0,0,0,0,82.70771533
2696,0,0,0,0,0
2697,0,0,0.458384509,0,0
2698,0,0,10.54160768,0,0
2699,0,0,0,0,0
2700,0,0,0,0,0
2701,0,0,0,0,0
2702,0,0,0,0,0
2703,0.733885453,0,0,0,0
2704,0,0,0.293399822,0,0
2705,0,0,0,0,0
2706,0,0,0,0,0
2707,0,0,0,0,0
2708,0,0.337521247,9.900623232,0,0
2709,0,0,17.53972141,0,63.39658342
2710,0,0,0.803857728,0,0
2711,0,0,0.44836826,9.057038858,0
2712,0,0,0,0,0
2713,0,0.936781251,2.341953127,0,0
2714,0,0,0.207922556,10.3961278,8.316902243
2715,0,0,0.541448512,0,0
2716,0,0,0.618672797,0,0
2717,0,0,0,0,0
2718,0,1.254421897,1.881632846,0,0
2719,0,0,28.28665592,0,0
2720,0,0,1.130630503,0,0
2721,0,0,0.177784565,0,0
2722,0,0,0,0,0
2723,0,0,0,0,140.5312313
2724,1.388294752,0,0,0,0
2725,0,0,0,0,0
2726,0,0,0.451327831,0,0
2727,0,0,0,0,0
2728,0,0,0.277350742,0,0
2729,0,0,0,0,0
2730,0,0,0,0,0
2731,0,0,0.681974411,0,0
2732,0,0,0,55.11257248,0
2733,63.46041399,72.93211757,87.13967295,0,94.71703581
2734,0,0,0,26.29881192,0
2735,0,0,0,0,0
2736,0,0,3.147502625,0,0
2737,0,0,0,0,0
2738,0,0,0.110412296,0,0
2739,0,0,0,0,0
2740,0,0,0.698163602,0,9.973765749
2741,0,0.225244251,0.844665941,0,0
2742,0,0,0,0,0
2743,0,25.49084996,46.16676159,0,0
2744,0,0,15.10349206,0,17.63637583
2745,0,0,0,0,0
2746,0,0,0,0,0
2747,0,0,0,0,0
2748,3.289009462,0,0.312455899,0,0
2749,0,0,0.069509146,0,0
2750,0,0,0,0,0
2751,0,0,0,0,0
2752,0,0,0,0,6.276690005
2753,0,0,4.869635187,0,28.64491287
2754,0,0,0,0,0
2755,0,0,0.302087274,0,0
2756,14.96736621,0,0.606785117,0,0
2757,0,0,4.68143677,0,0
2758,0,0,0,0,0
2759,0,0,0.811401121,0,0
2760,14.68454714,0,0,39.15879238,0
2761,68.34729298,0,0,0,0
2762,0,0,0,0,0
2763,0,0,7.643442605,0,0
2764,0,0,0,0,25.58777092
2765,0,0,27.04243776,0,0
2766,0,0,0,0,0
2767,0,0,0,0,0
2768,0,0,0.250885755,0,0
2769,0,0,0,0,5.351904723
2770,0,0,0,0,0
2771,0,0,13.82312759,0,0
2772,0,0,0.507160915,0,0
2773,0,0,0,0,0
2774,0,0,0,0,0
2775,0,0,1.352409434,0,0
2776,0,0,0,0,75.42092798
2777,0,0,10.32623304,0,0
2778,0,0,12.65028749,0,0
2779,0,42.70529564,74.42209415,0,0
2780,0,0,0.517404647,0,0
2781,0,0.404732768,1.214198304,0,0
2782,0,0,3.558605048,0,0
2783,0,0,0,0,0
2784,0,0,0,0,0
2785,0,0,0,0,18.05277777
2786,0,0,0.05069911,0,0
2787,0,0,0.042973425,0,0
2788,0,0,0,0,0
2789,0,0,0,0,0
2790,0,0,5.568908692,0,0
2791,0,0,0,0,0
2792,0,0,0,0,0
2793,0,0.770269568,1.155404351,0,0
2794,0,0,143.7013379,0,0
2795,0,0,1.036540802,0,0
2796,0,0,0,0,0
2797,0,0,0,0,0
2798,0,0,20.46767442,0,0
2799,0,0,6.268565942,0,0
2800,0,0,0,0,0
2801,0,0,0,38.51205307,0
2802,0,0,0,0,0
2803,0,0,0,0,71.22112194
2804,0,0,0,0,0
2805,0,0,0,191.2150258,0
2806,0,0,0.183651756,0,0
2807,0,0,0,0,0
2808,0,0,0,0,0
2809,0,0,48.98225526,134.1979596,134.1979596
2810,0,0.469142043,0.729776512,0,8.18392231
2811,0,0,0,37.94117648,0
2812,0,0,0,0,0
2813,10.50995989,0.223616168,0.149077445,0,0
2814,0,0,0,0,0
2815,0,0,70.65132047,61.37387435,0
2816,0,0,0,0,0
2817,0,0,0.724359596,0,72.43595956
2818,0,0,3.062498777,32.23682924,32.23682924
2819,0,0,0.184057486,0,0
2820,0,1.442912732,7.21456366,0,0
2821,0,0,9.498974502,0,0
2822,0,0,0,0,0
2823,0.270427721,0,0.180285148,0,0
2824,0,0,0,0,0
2825,0,8.697767312,16.38842472,6.042659396,0
2826,0,0,2.042371449,0,0
2827,0,0,0,0,0
2828,0,0,0,0,0
2829,0,0,0,0,0
2830,85.00370032,0,1.08979103,0,0
2831,0,0,2.553899991,0,0
2832,0,0,0.41364142,41.36414196,0
2833,0,0,0.097488404,0,0
2834,63.48656086,0,5.396357673,39.67910053,0
2835,0,0,0,0,0
2836,0,0,0.112864879,0,0
2837,0,0,0,0,0
2838,0,0,2.170196596,0,0
2839,0,0,0,0,0
2840,0,0,0,0,0
2841,5.003063549,0,0,0,0
2842,0,0,0.176367409,0,0
2843,5.177082768,0,0.057100178,0,0
2844,74.21443924,0,0,0,46.75509672
2845,0,0,0,0,0
2846,0,0,0,0,64.37349129
2847,0,0,0,0,10.93898306
2848,0,0,1.707616001,0,34.15232001
2849,10.76867639,0,0,0,0
2850,0,0,0.792365841,0,0
2851,0,0.796266274,0.796266274,0,0
2852,0,0,0,0,0
2853,0,0,0.746774138,0,74.67741377
2854,0,0,0.3655915,0,0
2855,0,0.190584576,10.76802854,0,0
2856,0,0,0,0,0
2857,0,0,0.378072991,0,0
2858,0,0,3.755351937,0,0
2859,6.445789504,0,0.064457895,0,0
2860,0,0,0,0,0
2861,0,0,0,0,0
2862,0,0,0,0,0
2863,0,0,4.589206709,0,0
2864,0,0,3.405078304,0,0
2865,0,0,4.854721702,0,0
2866,0,0,0,0,0
2867,11.4384865,0,5.921098896,0,0
2868,0,0,0,0,0
2869,3.471784564,0,0,0,0
2870,0,0,5.054798011,0,0
2871,0,1.223826261,2.447652523,0,0
2872,0,0,7.66015321,0,0
2873,0,0,0.196225585,0,0
2874,0,2.283544169,3.805906948,6.343178246,6.343178246
2875,0,0,0.043655332,0,0
2876,0,0,0,0,0
2877,3.497586622,0,0.069951732,0,0
2878,0,0,0.323925725,0,0
2879,0,0,0,0,0
2880,0,0,0,0,0
2881,0,0,0,0,0
2882,18.62772865,0,8.289339249,0,0
2883,0,0,8.66267865,0,17.55948375
2884,0,0,0.723536028,0,0
2885,0,0,0,0,0
2886,0,0,6.031730567,0,0
2887,0,0,0,0,0
2888,0,0,0.191312502,0,0
2889,0,0,40.63663909,0,0
2890,0,0.330317804,0.990953412,0,0
2891,0,2.797481037,5.169258438,0,0
2892,0,0,1.644144167,0,0
2893,0,0,0,0,0
2894,0,0,0.197358607,0,0
2895,0,0,2.045812631,0,0
2896,0,0,0,0,0
2897,0,0,0.690312446,0,0
2898,0,0,0.093592756,0,0
2899,0,0,0,0,0
2900,0,0,0.255684162,0,0
2901,0,0,4.18284212,0,0
2902,0,0,0,2.614997911,0
2903,0,0,0,0,0
2904,0,0,0.09560595,4.780297486,0
2905,0,0,0.033277938,0,0
2906,0,0.054354696,0.407660219,0,0
2907,0,113.211833,176.3998328,263.2833325,126.3759996
2908,0,0,0.244406688,0,0
2909,0,0,0,0,47.07381853
2910,0,0,0.034614314,0,0
2911,0,0,0,0,0
2912,0,0,3.202851438,0,0
2913,0,0,3.267253865,0,0
2914,0,0,25.76610184,97.23057296,97.23057296
2915,0,0,2.835060845,0,0
2916,4.588754786,0,0,0,0
2917,0,0,12.65108862,0,0
2918,0,0,0,13.05750102,0
2919,0,0,0.175327116,0,0
2920,0,0,0.068424307,0,12.24795101
2921,0,0,1.660802656,0,0
2922,0,0,0,0,0
2923,0,0,39.85511233,0,0
2924,0,0,22.29889109,0,0
2925,0,0,0,0,0
2926,0,0,0.551890417,0,0
2927,0,0,0,11.93203868,0
2928,0,0,0,0,0
2929,0,0,0,0,0
2930,0,0,0.778767857,0,19.46919641
2931,0,0,0,0,0
2932,0,0,0,0,0
2933,0,0,0.336883794,0,0
2934,0,0,3.312005319,0,0
2935,0,0,0,0,0
2936,0,0,0,3.456652511,0
2937,0,0,0.18128339,0,0
2938,0,0,0,0,0
2939,42.98414279,0.505695797,2.02278319,0,0
2940,0,0,3.13635248,0,0
2941,0,0,0.550827045,0,0
2942,0,88.14909866,158.6683776,0,0
2943,0,0,0,0,0
2944,0,0,0,0,0
2945,0,0,0,0,0
2946,0,49.84917186,93.36829016,133.4586294,0
2947,0,0,0,0,0
2948,0,0,0,0,0
2949,0,0,0,0,0
2950,0,0,0.10865454,0,10.865454
2951,0,0,35.13021817,0,0
2952,0,1.737517791,3.281978049,0,0
2953,0,0,15.23837393,0,0
2954,0,0,0,0,0
2955,0,0,0,0,0
2956,7.389992123,0,0,0,0
2957,0,0.63841385,1.617315088,0,0
2958,0,0,0,1.447479461,1.447479461
2959,0,0,47.1750663,0,0
2960,0,48.71511056,116.5341861,0,0
2961,0,0,0.580535606,0,0
2962,0,0,2.185223532,0,0
2963,0,0,0,33.39161506,0
2964,0,0,0.398521666,0,0
2965,0,0,0,0,0
2966,0,0,0.728106362,0,0
2967,0,0,0,21.69672551,21.69672551
2968,0,0,0.297529481,0,0
2969,0,0,0.740173413,0,0
2970,0,0,0,0,0
2971,0,0,7.080674533,0,0
2972,0,0,15.40352395,0,0
2973,0,0,0,0,0
2974,0,0,0,0,295.3009394
2975,0,1.184183137,1.924297597,0,0
2976,0,0,18.53071951,0,0
2977,0,0,1.084982198,0,0
2978,0,0,2.274353494,0,0
2979,0,0,0.475711864,0,0
2980,0,0,0.618953627,0,0
2981,0,0.795119241,3.180476966,0,0
2982,149.6049438,0,28.42493933,149.6049438,0
2983,0,0,1.320742428,0,0
2984,0,7.601100126,14.03280023,0,23.38800039
2985,0,0,8.768838222,0,0
2986,0,0,0,0,0
2987,0,0,0,0,0
2988,0,0,1.222597186,0,0
2989,0,0,0.866321954,0,0
2990,0,0,0.121239927,0,0
2991,0,0,0.545413651,0,0
2992,0,0,4.72626595,0,0
2993,0,46.63020152,83.268217,98.25649606,35.80533331
2994,0,0,0,0,0
2995,0,0,0,0,0
2996,0,0,0,0,0
2997,0,0,0.305075264,0,0
2998,0,0,0,0,0
2999,0,0,6.247317486,0,0
3000,0,0,4.014899896,0,0
3001,0,0,0,0,0
3002,72.47612756,0,0,0,0
3003,2.234121282,0,3.038404943,0,0
3004,12.97578713,0,0,0,0
3005,0,0,21.76366001,0,0
3006,146.1305386,6.921972883,8.460189079,0,153.0525115
3007,0,2.541305746,4.617738491,0,12.39661339
3008,0,0,2.917524211,0,0
3009,0,0,4.434349846,0,0
3010,0,0,0,0,0
3011,0,0.455554938,0.341666203,11.38887344,0
3012,0,0,0.369458124,0,0
3013,0,0,0,0,0
3014,0,0,0,0,0
3015,0,0,0,0,0
3016,0,0,0,11.06781103,170.9361926
3017,0,0,0.102952471,0.926572241,0
3018,0,0,3.556388403,5.288987882,9.118944623
3019,0,0,0,0,0
3020,0,0,0,0,0
3021,0,0,0.860157597,0,0
3022,0,0,0.090008996,0,0
3023,0,0,3.483461671,0,49.76373816
3024,0,0,0.120046954,0,0
3025,2.617505673,0,0,0,0
3026,0,0,0,0,0
3027,21.6923077,0,0.784059314,0,0
3028,0,0,7.061255038,0,0
3029,0,0,1.078028469,15.4004067,0
3030,0,0,18.13564724,0,0
3031,0,0,0,0,0
3032,0,0,5.003497666,0,0
3033,0,0,0,0,0
3034,0,0,0.568327154,0,0
3035,0,0,7.056887377,0,0
3036,0,18.73550512,27.12745012,0,0
3037,0,0.094320259,0.116086473,0,0
3038,0,0,51.77600059,0,0
3039,0.451077686,0,0,0,0
3040,0,0,0,0,0
3041,0,0,0,0,0
3042,0,0,0,0,0
3043,0,0,0.363374002,0,0
3044,0,0,1.822005853,0,0
3045,0,0,0.519868993,0,2.942654677
3046,0,0,58.11543919,0,0
3047,0,0,0.760901811,0,0
3048,0,0,1.255190684,7.045263839,0
3049,0,3.956497368,7.29905549,0,0
3050,0,0,2.622806531,0,4.768739146
3051,0,0,0.35461209,17.7306045,0
3052,0,105.2938783,188.9096053,0,0
3053,0,0,0.129328718,0,0
3054,0,0,0,0,154.5757736
3055,0,0,0.579853337,0,0
3056,0,0,0,0,0
3057,0,0,0,0,0
3058,0,0,0.175774839,0,0
3059,0,0,0.296511834,0,0
3060,0,0,1.759656526,0,0
3061,0,0,0,0,0
3062,0,24.63534558,45.42141841,17.96327282,76.98545493
3063,2.999640559,0,0,0,0
3064,0,0,1.503211462,0,0
3065,0,4.561783814,8.785657715,0,25.34324341
3066,2.447118141,0,0,0,0
3067,0,0,0,0,0
3068,0,0,0,0,0
3069,0,2.345283052,8.078197179,0,0
